Adoszam,Cegnev,ir.szam,Szekhely,TEÁOR,Tevekenyseg,e-mail,net_arbevetele,eredmeny,Tulajdonos,Helyseg,Jogallas,Varmegye,Terulet_hektar,Nepesseg,Lakasok_szama,bolgár  ,görög  ,horvát  ,lengyel  ,német  ,örmény  ,roma,román  ,ruszin  ,szerb  ,szlovák  ,szlovén  ,ukrán  
12570665-2-43,Eaton Enterprises (Hungary) Kft.,1123,Budapest,6422'25,Csoportfinanszírozás,csabakiss@eaton.com,164892439,147785036,Eaton Global Holdings Limited,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
32258707-2-41,ExxonMobil Capital Hungary Kft.,1134,Budapest,6492'25,Egyéb hitelnyújtás,norbert.kaposzta@exxonmobil.com,1424653,142353720,ExxonMobil Hungary Management Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10197879-4-44,ERSTE BANK HUNGARY Zrt.,1138,Budapest,6419'25,Egyéb monetáris közvetítés,erstebank@erstebank.hu,520805000,129349000,Erste Group Bank AG,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10195664-4-44,K&H Bank Zrt.,1095,Budapest,6419'25,Egyéb monetáris közvetítés,bank@kh.hu,627954000,128233000,KBC Bank N.V.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10834730-2-44,4iG Távközlési Holding Zrt.,1013,Budapest,6421'25,Vagyonkezelés (holding),csaba.vezekenyi@4ig.hu,30445000,125677000,"4iG Nyilvánosan Működő Részvénytársaság,Magyar Állam",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12898019-2-44,MVM ONEnergy Zrt.,1031,Budapest,3515'25,Villamosenergia-kereskedelem,info@mvmp.hu,1745392000,124683000,MVM Energetika Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10198014-4-44,Raiffeisen Bank Zrt.,1133,Budapest,6419'25,Egyéb monetáris közvetítés,info@raiffeisen.hu,511895000,114505000,Raiffeisen CEE Region Holding GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
23067356-2-43,MOL Group Finance Zrt.,1117,Budapest,6492'25,Egyéb hitelnyújtás,cegkapu-Vagyonkezelo@otindustries.hu,89344000,94195000,MOL Magyar Olaj- és Gázipari Nyilvánosan Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25856626-2-41,J.S. Group Kft.,1054,Budapest,7020'25,"Üzletviteli, egyéb üzletvezetési tanácsadás",joelsmylie@gmail.com,111225851,87317013,Smylie Joel,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
14907199-2-44,GE Vernova Holding Kft.,1138,Budapest,8299'25,M.n.s. egyéb üzletmenetet támogató szolgáltatás,GEVernova.Hungary@ge.com,13605000,83107000,GE Energy Switzerland GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
11458586-2-07,metaloBox Kft.,8000,Székesfehérvár,3100'25,Bútorgyártás,info@metalobox.hu,6591791,3486061,"Majorné Denke Anett,Major Péter István",Székesfehérvár,"megyeszékhely, megyei jogú város",Fejér,17089,95241,48799,,1,1,1,1,1,1,,,1,,,1
11108865-2-07,VIDEOTON Autóelektronika Kft.,8000,Székesfehérvár,2931'25,"Gépjárművillamossági, -elektronikai készülékek gyártása",gulya.geza@aut.videoton.hu,90489467,3482011,VIDEOTON HOLDING Zártkörűen működő Részvénytársaság,Székesfehérvár,"megyeszékhely, megyei jogú város",Fejér,17089,95241,48799,,1,1,1,1,1,1,,,1,,,1
13924005-2-44,Filtrona Filters Kft.,2310,Szigetszentmiklós,1725'25,"Egyéb papír-, kartontermék gyártása",gaborfeher@essentra.com,35558986,3389507,Filtrona Products International Limited,Szigetszentmiklós,város,Pest,4565,40132,16694,1,1,,,1,,1,1,1,,,,1
14709836-2-06,Givaudan Hungary Kft.,6900,Makó,1089'25,M.n.s. egyéb élelmiszer gyártása,lorant.kadar@givaudan.com,105982763,3387251,Givaudan SA,Makó,város,Csongrád-Csanád,22923,21703,11048,,,,,,,1,1,,,,,
11828738-2-07,Vincotech Hungária Kft.,2060,Bicske,2611'25,Elektronikai alkatrész gyártása,karoly.gurmai@vincotech.com,83449003,3385879,Vincotech Holdings S.á.r.l,Bicske,város,Fejér,7708,11248,4446,,,,,,,1,,,,,,
24444930-2-09,LISZTES TRANS EC,4100,Berettyóújfalu,4211'25,"Út, autópálya építése",iroda@lisztestrans.hu,9717369,3384809,Lisztes Gyula,Berettyóújfalu,város,Hajdú-Bihar,17101,13924,6482,,,,,,,1,1,,,,,
25358805-2-44,Partner Log Kereskedelmi Kft,2351,Alsónémedi,4639'25,"Élelmiszer, ital, dohányáru vegyes nagykereskedelme",info@partnerlog.hu,64192311,3347370,TÖRA-PONT Ingatlanhasznosító Korlátolt Felelősségű Társaság,Alsónémedi,nagyközség,Pest,4907,5584,2193,,,,,,,,,,,,,
11108322-2-07,Emerson Process Management Magyarország Kft.,8000,Székesfehérvár,2814'25,"Csap, szelep gyártása",Szekesfehervar.Finance@emerson.com,46142659,3341888,"EMR Holdings Inc.,Emerson Electric (US) Holding Co.",Székesfehérvár,"megyeszékhely, megyei jogú város",Fejér,17089,95241,48799,,1,1,1,1,1,1,,,1,,,1
12895494-2-03,DR. BATA ZRt.,6000,Kecskemét,7210'25,"Természettudományi, műszaki kutatás, kísérleti fejlesztés",mail@drbata.com,11515687,3341796,"Batáné Leyrer Judit,Bata Gábor,Bata Zsófia,Bata Árpád",Kecskemét,"megyeszékhely, megyei jogú város",Bács-Kiskun,32257,108651,55648,1,,1,,1,1,1,,,,,,1
10325737-4-44,UniCredit Bank Zrt.,1054,Budapest,6419'25,Egyéb monetáris közvetítés,info@unicreditbank.hu,392708000,79536000,UniCredit S.p.A.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10003035-4-44,CHINOIN Zrt.,1138,Budapest,2120'25,Gyógyszerkészítmény gyártása,kapcsolat@sanofi.com,164574000,71717000,"Sanofi Foreign Participations B.V.,Sanofi Foreign,Egyéb részvényes (CHINOIN Zrt.kisbefektetők)",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10136915-4-44,CIB Bank Zrt.,1024,Budapest,6419'25,Egyéb monetáris közvetítés,Vezeto_jogtanacsos_WO@cib.hu,305300000,69969000,Intesa Sanpaolo S.p.A.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12543300-2-44,MVM CEEnergy Zrt.,1138,Budapest,3523'25,Gázkereskedelem,info@ceenergy.hu,1975688000,58887000,MVM Energetika Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10580204-2-44,Szerencsejáték Zrt.,1015,Budapest,9200'25,"Szerencsejáték, fogadás",jog@szerencsejatek.hu,1235816000,50259000,Magyar Állam,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12282225-2-44,E. ON Hungária ZRt.,1117,Budapest,7010'25,Üzletvezetés,ertesites.ehu@eon-hungaria.com,18240000,49239000,"E.ON Beteiligungen GmbH,MVM Energetika Zártkörűen Működő Részvénytársaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
11760746-2-44,NEW YORKER HUNGARY Kft.,1123,Budapest,4751'25,Textil-kiskereskedelem,hu-fibu@newyorker.de,28651013,5522119,NEW YORKER Retail International GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13780960-2-44,HEXUM Földgáz Zrt.,2151,Fót,3524'25,Gáztárolás hálózati ellátási szolgáltatás részeként,gaztarolo@gaztarolo.hu,16433121,3322144,HEXUM Holding Zártkörűen Működő Részvénytársaság,Fót,város,Pest,3740,20823,7786,,,,,,,,,,,,,
11222149-2-14,Flextronics International Kft.,8660,Tab,2640'25,Elektronikus fogyasztási cikk gyártása,legalhungary@flextronics.com,658553167,3321888,"Flextronics Sárvár Logistics Korlátolt Felelősségű Társaság,Flextronics International GmbH",Tab,város,Somogy,2586,3971,1906,,,,,,,,,,,,,
25714229-2-05,Cordys Holding Zrt.,3526,Miskolc,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",tirpak.istvan@gmail.com,3434507,3279628,Cordys Vagyonkezelő Alapítvány,Miskolc,"megyeszékhely, megyei jogú város",Borsod-Abaúj-Zemplén,23667,141440,79234,1,1,,1,1,1,1,,1,,1,,1
14265460-2-11,ADM Hungary Kft.,2921,Komárom,1041'25,Olaj gyártása,Johan.Schwarzmayr@adm.com,36524428,3237682,ADM International Sárl,Komárom,város,Komárom-Esztergom,6991,19862,8996,,,,,,,1,,,,,,
14654107-2-15,NYÍR-WETLAND KFT,4400,Nyíregyháza,4291'25,Vízi létesítmény építése,nyirwetland@nyir-wetland.hu,9567294,3216554,Zemenszky Márió Ferenc,Nyíregyháza,"megyeszékhely, megyei jogú város",Szabolcs-Szatmár-Bereg,27454,114873,54384,,1,,1,1,1,1,,1,,1,,1
11392486-2-06,DÉLÚT Kft.,6750,Algyő,4211'25,"Út, autópálya építése",delut@delut.hu,15075066,3194993,"Juhász Lóránt Gábor,Juhász Attila Sándor",Algyő,nagyközség,Csongrád-Csanád,7577,5364,2093,,,,,,,1,,,,,,
12513712-2-05,PEKA BAU 2000 Kft.,3516,Miskolc,4100'25,Lakó- és nem lakóépület építése,peto.gyorgy@pekabau.hu,37683401,3186334,Pető György,Miskolc,"megyeszékhely, megyei jogú város",Borsod-Abaúj-Zemplén,23667,141440,79234,1,1,,1,1,1,1,,1,,1,,1
11169176-2-10,ZF Hungária Kft.,3300,Eger,2932'25,Egyéb gépjárműalkatrész és -tartozék gyártása,zilia.windegg@zf.com,247624044,3151325,ZF Friedrichshafen AG,Eger,"megyeszékhely, megyei jogú város",Heves,9221,48686,27299,,,,1,,,1,,1,,,,
22729389-2-18,Allison Transmission Hungary Kft.,9970,Szentgotthárd,2899'25,M.n.s. egyéb speciális gép gyártása,,106073433,3116612,Allison Transmission Inc.,Szentgotthárd,város,Vas,6773,8064,3520,,,,,1,,1,,,,,1,
11345240-2-44,BRENNTAG Hungária Kft.,1225,Budapest,4685'25,Vegyi áru nagykereskedelme,info@brenntag.hu,36941351,3223309,"HCI Central Europe Holding B.V.,Brenntag Austria GmbH",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13099237-2-41,ICON Klinikai Kutató Kft.,1037,Budapest,7210'25,"Természettudományi, műszaki kutatás, kísérleti fejlesztés",krisztina.szabo@iconplc.com,4448764,43003689,ICON Luxembourg S.á.r.l.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12724163-4-43,Budapest Airport Zrt.,1185,Budapest,5223'25,Légi szállítást kiegészítő szolgáltatás,corporate@bud.hu,169196705,41055975,Airport Hungary Tanácsadó Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10803828-2-42,Garantiqa Hitelgarancia Zrt.,1082,Budapest,6619'25,Egyéb pénzügyi kiegészítő tevékenység,info@garantiqa.hu,52986000,39576000,"Magyar Állam,MFB Magyar Fejlesztési Bank Zártkörűen Működő Részvénytársaság,Kereskedelmi és Hitelbank Zártkörűen Működő Részvénytársaság,100 mFt feletti részesedéssel rendelkező bankok",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25302990-2-44,V-Híd Zrt.,1146,Budapest,4212'25,Vasút építése,titkarsag@vhid.hu,188115000,39248000,"Talentis Group Beruházás-szervező Zártkörűen Működő Részvénytársaság,Mészáros Lőrinc",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13774738-2-17,BODRI PINCÉSZET Kft.,7100,Szekszárd,1102'25,Szőlőbor termelése,bodribor@bodribor.hu,1010387,3069018,"DBI Ingatlanhasznosító Korlátolt Felelősségű Társaság,Orom Holding Korlátolt Felelősségű Társaság,Bodri Orsolya,dr. Bodri István Géza,dr. Bodri István Gézáné,Dr. Greiling-Bodri Zsófia,Dunai György Sándor",Szekszárd,"megyeszékhely, megyei jogú város",Tolna,9628,29337,15984,,,,,1,,1,,,,,,
10654552-2-13,LAVET Kft.,2143,Kistarcsa,2120'25,Gyógyszerkészítmény gyártása,lavet@t-online.hu,11019775,3049641,"Laczay Csaba,Laczay Zsolt,dr. Laczay Péter",Kistarcsa,város,Pest,1102,13554,5108,,,,,,,1,,,,1,,
13178118-2-08,SPF Hungary Kft.,9343,Beled,1092'25,Hobbiállat-eledel gyártása,tpal@diana-petfood.com,10161707,3021775,Spécialités Pet Food,Beled,város,Győr-Moson-Sopron,2647,2394,1105,,,,,,,,,,,,,
11331364-2-19,Le Bélier Magyarország Zrt.,8400,Ajka,2453'25,Könnyűfémöntés,general@lebelier.hu,63937031,3021466,Fonderies et Ateliers du Bélier,Ajka,város,Veszprém,9504,26007,12908,,,,,1,,1,,,,,,
10567863-2-11,ALPLA Műanyag Kft.,2800,Tatabánya,2222'25,Műanyag csomagolóeszköz gyártása,ulrich.scheler@alpla.com,12102248,3012741,ALPLA WERKE Beteiligungsgesellschaft m.b.H,Tatabánya,"megyeszékhely, megyei jogú város",Komárom-Esztergom,9142,64785,31550,,1,,1,1,,1,1,,,1,,1
13988560-2-13,Veolia Water Solutions & Technologies Magyarország Zrt.,2040,Budaörs,7112'25,"Mérnöki tevékenység, műszaki tanácsadás",vws-cegkapu@veolia.com,19165422,3007663,Veolia Víz Tanácsadó Zártkörűen Működő Részvénytársaság,Budaörs,város,Pest,2359,29291,11393,,1,,,1,1,1,1,,1,,,
10317716-2-44,MONO-Ipolyfabric Kft.,2633,Ipolytölgyes,2932'25,Egyéb gépjárműalkatrész és -tartozék gyártása,,27375701,2989096,"MONO-INVEST Société Anonyme,Decor International Korlátolt Felelősségű Társaság",Ipolytölgyes,község,Pest,1370,373,125,,,,,,,,,,,,,
26344063-2-07,Taewoong Precision Hungary Kft.,8095,Pákozd,2226'25,Egyéb műanyag termék gyártása,tao77@chol.com,15521519,2964798,TAEWOONG PRECISION,Pákozd,nagyközség,Fejér,4330,3793,1468,,,,,,,,,,,,,
10515392-2-18,Opel Szentgotthárd Kft.,9970,Szentgotthárd,2910'25,Közúti gépjármű gyártása,opel.szentgotthard.cegkapu@stellantis.com,45341500,2962587,Opel Automobile GmbH,Szentgotthárd,város,Vas,6773,8064,3520,,,,,1,,1,,,,,1,
27504875-4-44,HUNLAND-TRADE Kft.,2347,Bugyi,4623'25,Élő állat nagykereskedelme,hunland@hunland.hu,226583959,2954440,Hunland Group Holding Korlátolt Felelősségű Társaság,Bugyi,nagyközség,Pest,11537,5330,2235,,,,,,,,,,,,,
10796430-2-11,EURASIA LOGISTICS Kft.,2500,Esztergom,5226'25,"Egyéb, szállítást kiegészítő szolgáltatás",info@eurasia.hu,42247965,2939782,"WESKAMP (Magyarország) Nemzetközi Szállítmányozási Betéti Társaság,ITOCHU Corporation,ITOCHU LOGISTICS CORP.",Esztergom,megyei jogú város,Komárom-Esztergom,10011,28521,12440,,,,1,1,,1,,,,1,,
26749114-2-41,ABO Energy Hungary Kft.,1031,Budapest,6422'25,Csoportfinanszírozás,hungary@abo-wind.com,15824431,3045768,ABO Energy GmbH & Co KGaG,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10968927-2-05,SIAD Hungary Kft.,3527,Miskolc,2011'25,Ipari gáz gyártása,Siad@siad.hu,13078729,2927007,SOCIETA' ITALIANA ACETILENE E DERIVATI S.I.A.D. S.P.A. IN BREVE S.I.A.D. S.P.A.,Miskolc,"megyeszékhely, megyei jogú város",Borsod-Abaúj-Zemplén,23667,141440,79234,1,1,,1,1,1,1,,1,,1,,1
11132055-2-08,EGG-LAND Kft.,9242,Jánossomorja,0147'25,Baromfitenyésztés,eggland@eggland.hu,7154103,2920168,"FARM TOJÁS Termelő, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,dr. Kertész Tamás,Bilanics Krisztina,Élő Lázár Dávid,Élő Júlia Márta,Kertész Balázs",Jánossomorja,város,Győr-Moson-Sopron,14893,5863,2328,,,,,1,,,,,,,,
12694860-2-13,GlaxoSmithKline Biologicals Kft.,2100,Gödöllő,2120'25,Gyógyszerkészítmény gyártása,erika.x.urbanne-szabadi@gsk.com,15083108,2909092,Setfirst Limited,Gödöllő,város,Pest,6193,32410,13676,,,,1,1,,1,,,,,,
22921158-2-04,FUTIZO Kft.,5700,Gyula,4291'25,Vízi létesítmény építése,info@futizokft.hu,11603647,2900605,"Piskolty Tibor,dr. Piskolty Mária",Gyula,város,Békés,25579,27616,14462,,,,,1,,1,1,,,,,
32230866-2-08,AUDI HUNGARIA AHEAD Kft.,9027,Győr,7020'25,"Üzletviteli, egyéb üzletvezetési tanácsadás",ahead@audi.hu,19306046,2895439,AUDI HUNGARIA Zártkörűen Működő Részvénytársaság,Győr,"megyeszékhely, megyei jogú város",Győr-Moson-Sopron,17456,129373,64528,1,1,1,1,1,1,1,1,1,,,,1
13073893-2-20,NILFISK Production Kft.,8800,Nagykanizsa,2829'25,M.n.s. egyéb általános rendeltetésű gép gyártása,,75052767,2889068,NILFISK A/S,Nagykanizsa,megyei jogú város,Zala,14840,42042,23492,,,1,,1,,1,,,,,,
32317628-2-13,IGPark KD Invest Kft.,2161,Csomád,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",info@innovinia.hu,5626221,2877830,Industry General Holding Zártkörűen Működő Részvénytársaság,Csomád,község,Pest,1238,1851,707,,,,,,,,,,,1,,
10784336-2-13,GÖTEBORGS FOOD Budapest Zrt.,2330,Dunaharaszti,1082'25,Édesség gyártása,info@goteborgsfood.hu,27096680,2832300,"Aktiebolag Göteborg Food,Csonka Attila",Dunaharaszti,város,Pest,2917,23700,9196,,,,,1,,1,,,,,,
11223786-2-14,KVGY Kft.,7400,Kaposvár,2712'25,"Áramelosztó, -szabályozó készülék gyártása",mail@kvgy.hu,12815940,2830917,"Paul Rauschert GmbH & Co. KG,Földesi Rita,Varga József,Bártfainé Cserman Erzsébet Julianna,Horváth László,Gyönyörű Attila,Gosztonyi Judit,Kurucz Szilárd,Kalmár Tamás,Csongrádi Istvánné,Kereszturi László Ferencné,Szalai Gyula,Puskáné Győrffy Mónika,Földesi Zoltán,Bognár Zoltán,Fekete Katalin,Farkas Richárd",Kaposvár,"megyeszékhely, megyei jogú város",Somogy,11359,58459,30768,,,1,1,1,,1,,,,,,1
11841674-2-44,Volvo Hungária Kft,2233,Ecser,4781'25,Gépjármű-kiskereskedelem,level@volvo.com,66884272,2827670,Volvo Business Services International AB,Ecser,nagyközség,Pest,1310,4109,1669,,,,,,,,,,,1,,
13905390-2-05,Jabil Hungary LP Kft.,3580,Tiszaújváros,2611'25,Elektronikai alkatrész gyártása,tis_jabil_info@jabil.com,90933430,2815536,Jabil Circuit Netherlands B.V.,Tiszaújváros,város,Borsod-Abaúj-Zemplén,4604,14060,7493,,,,,,,1,,,,,,
24800495-2-13,Borsos Apartmanház Kft.,2120,Dunakeszi,6811'25,Saját tulajdonú ingatlan adásvétele,borsoserika72@gmail.com,7244604,2811029,"Borsos János,Borsos Erika",Dunakeszi,város,Pest,3106,42630,18584,1,,,1,1,,1,,,,,,1
11067816-2-05,RWi Zrt.,3527,Miskolc,9610'25,"Textil, szőrme mosása, tisztítása",rmzrt@rmzrt.hu,18956226,2805285,"B + N Referencia Ipari, Kereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság",Miskolc,"megyeszékhely, megyei jogú város",Borsod-Abaúj-Zemplén,23667,141440,79234,1,1,,1,1,1,1,,1,,1,,1
11274249-2-16,SZATMÁRI Kft.,5100,Jászberény,4684'25,"Fémáru-, szerelvény, fűtési berendezés nagykereskedelme",szatmari@szatmari.hu,57376371,2786548,"Nyitó Róbert,Szatmári Zoltán Károly,Dr. Szatmári Melinda,Szatmári Zoltán",Jászberény,város,Jász-Nagykun-Szolnok,22135,25323,12680,,,,,,,1,,,,,,
12784019-2-13,Hewlett-Packard Technológiai Licencek és Licencnyújtó Kft.,2724,Újlengyel,4650'25,"Információtechnológiai, híradástechnikai termék nagykereskedelme",,22844847,2783115,Hewlett-Packard Holdings Limited,Újlengyel,község,Pest,2625,1821,725,,,,,,,,,,,,,
27104705-2-07,Arconic-Köfém Mill Products Hungary Kft.,8000,Székesfehérvár,2442'25,Alumíniumgyártás,kofemmillproducts@arconic.com,174690000,2778000,Arconic Corporation,Székesfehérvár,"megyeszékhely, megyei jogú város",Fejér,17089,95241,48799,,1,1,1,1,1,1,,,1,,,1
11991250-2-15,BOGDÁNY PETROL Kft.,4511,Nyírbogdány,2059'25,M.n.s. egyéb vegyi termék gyártása,attila.klincsik@bogdanypetrol.hu,23279445,2777873,"Páka Imre,Klincsik Attila,Pákáné Kas Eleonóra",Nyírbogdány,község,Szabolcs-Szatmár-Bereg,3503,2714,1022,,,,,,,1,,,,,,
11103695-2-07,ALUFE Kft.,8000,Székesfehérvár,2511'25,Fémszerkezet gyártása,uv@alufe.hu,8856081,2764909,"FRONTAL HOLDING Befektető Zártkörűen Működő Részvénytársaság,Kertai Tamás",Székesfehérvár,"megyeszékhely, megyei jogú város",Fejér,17089,95241,48799,,1,1,1,1,1,1,,,1,,,1
10401127-2-17,TARR Kft.,7100,Szekszárd,6110'25,"Vezetékes, vezeték nélküli és műholdas távközlés",titkarsag@tarr.hu,15991035,2764445,"Tarr János,Cselovszkyné dr. Tarr Klára",Szekszárd,"megyeszékhely, megyei jogú város",Tolna,9628,29337,15984,,,,,1,,1,,,,,,
14607569-2-05,EMoGÁ Kft.,3600,Ózd,3523'25,Gázkereskedelem,emoga@emoga.hu,20972227,2764334,"Emex Trade Hungary Korlátolt Felelősségű Társaság,FÖLDI Szerszám Ipari, Kereskedelmi Szolgáltató Korlátolt Felelősségű Társaság,Miksztaj Péter,Gerda Róbert András,dr. Martin Ádám",Ózd,város,Borsod-Abaúj-Zemplén,9226,30056,14252,,,,,1,,1,,,,,,
10941362-2-44,BKM Nonprofit Zrt.,1116,Budapest,3530'25,"Gőzellátás, légkondicionálás",fotav@fotav.hu,85428000,39202000,Budapest Főváros Önkormányzata,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12147715-2-44,Nemzeti Útdíjfizetési Szolgáltató Zrt.,1134,Budapest,5221'25,Szárazföldi szállítást kiegészítő szolgáltatás,,679661000,38813000,Magyar Állam,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
26150442-4-44,Gaijin Games Kft.,1146,Budapest,6210'25,Számítógépes programozás,mail@gaijingames.hu,59624458,36735809,Gaijin Entertainment Holdings Ltd.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12962886-2-19,L. Z. Form Kft.,8400,Ajka,2563'25,Szerszámgyártás,laki_iroda@ajkanet.hu,1843813,1128665,"Laki Zoltán,Somodi-Laki Anett",Ajka,város,Veszprém,9504,26007,12908,,,,,1,,1,,,,,,
11168625-2-10,Horváth Rudolf Intertransport Kft.,3000,Hatvan,4941'25,Közúti áruszállítás,ugyved@drhalmosandras.hu,24933236,2733270,"Horváth Rudolf,Horváthné Pók Erika",Hatvan,város,Heves,6631,19505,9267,,,,,,,1,,,,,,
12850400-2-13,FLAME SPRAY HUNGARY Kft.,2111,Szada,2551'25,Fém felületkezelése,anna.liptak@flamespray.org,9587924,2731526,Flame Spray S.p.a.,Szada,nagyközség,Pest,1671,6631,2242,,,,,,,,,,,,,
11264446-2-16,AGROFRIZ Kft.,5400,Mezőtúr,0141'25,Tejhasznú szarvasmarha tenyésztése,edit.bihari77@gmail.com,2028800,2721927,Bihari Edit,Mezőtúr,város,Jász-Nagykun-Szolnok,28972,15257,7736,,,,,,,1,,,,,,
24719018-2-44,MBH DUNA BANK Zrt,9022,Győr,6419'25,Egyéb monetáris közvetítés,kozpont@mbhdunabank.hu,13088000,2714000,"MBH Bank Nyilvánosan Működő Részvénytársaság,Egyéb részvényes ( MBH DUNA BANK Zrt.)",Győr,"megyeszékhely, megyei jogú város",Győr-Moson-Sopron,17456,129373,64528,1,1,1,1,1,1,1,1,1,,,,1
